split,subgroup,count,proportion,n,columns
all,not male & not female & gen other & not christian & rel other & black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & not female & gen other & christian & not rel other & not black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & not female & gen other & christian & not rel other & not black & not white & not asian & race other,108,0.032095096582466565,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & not female & gen other & christian & not rel other & not black & not white & asian & not race other,6,0.0017830609212481426,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & not female & gen other & christian & not rel other & not black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & not female & gen other & christian & not rel other & not black & white & not asian & not race other,59,0.017533432392273403,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & not female & gen other & christian & not rel other & not black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & not female & gen other & christian & not rel other & not black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & not female & gen other & christian & not rel other & not black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & not female & gen other & christian & not rel other & black & not white & not asian & not race other,37,0.01099554234769688,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & not female & gen other & christian & not rel other & black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & not female & gen other & christian & not rel other & black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & not female & gen other & christian & not rel other & black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & not female & gen other & christian & not rel other & black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & not female & gen other & christian & not rel other & black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & not female & gen other & christian & not rel other & black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & not female & gen other & christian & not rel other & black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & not female & gen other & christian & rel other & not black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & not female & gen other & christian & rel other & not black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & not female & gen other & christian & rel other & not black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & not female & gen other & christian & rel other & not black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & not female & gen other & christian & rel other & not black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & not female & gen other & christian & rel other & not black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & not female & gen other & christian & rel other & not black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & not female & gen other & christian & rel other & not black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & not female & gen other & christian & rel other & black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & not female & gen other & christian & rel other & black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & not female & gen other & christian & rel other & black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & not female & gen other & christian & rel other & black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & not female & gen other & christian & rel other & black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & not female & gen other & christian & rel other & black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & not female & gen other & christian & rel other & black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & not female & gen other & christian & rel other & black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & not christian & not rel other & not black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & not christian & not rel other & not black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & not christian & not rel other & not black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & not christian & not rel other & not black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & not christian & not rel other & not black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & not christian & not rel other & not black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & not christian & not rel other & not black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & not christian & not rel other & not black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & not christian & not rel other & black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & not christian & not rel other & black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & not christian & not rel other & black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & not christian & not rel other & black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & not christian & not rel other & black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & not christian & not rel other & black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & not christian & not rel other & black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & not christian & not rel other & black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & not christian & rel other & not black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & not christian & rel other & not black & not white & not asian & race other,301,0.08945022288261516,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & not christian & rel other & not black & not white & asian & not race other,40,0.01188707280832095,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & not christian & rel other & not black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & not christian & rel other & not black & white & not asian & not race other,129,0.03833580980683507,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & not christian & rel other & not black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & not christian & rel other & not black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & not christian & rel other & not black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & not christian & rel other & black & not white & not asian & not race other,72,0.021396731054977712,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & not christian & rel other & black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & not christian & rel other & black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & not christian & rel other & black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & not christian & rel other & black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & not christian & rel other & black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & not christian & rel other & black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & not christian & rel other & black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & christian & not rel other & not black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & christian & not rel other & not black & not white & not asian & race other,135,0.04011887072808321,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & christian & not rel other & not black & not white & asian & not race other,14,0.004160475482912333,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & christian & not rel other & not black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & christian & not rel other & not black & white & not asian & not race other,96,0.02852897473997028,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & christian & not rel other & not black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & christian & not rel other & not black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & christian & not rel other & not black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & christian & not rel other & black & not white & not asian & not race other,36,0.010698365527488856,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & christian & not rel other & black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & christian & not rel other & black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & christian & not rel other & black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & christian & not rel other & black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & christian & not rel other & black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & christian & not rel other & black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & christian & not rel other & black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & christian & rel other & not black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & christian & rel other & not black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & christian & rel other & not black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & christian & rel other & not black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & christian & rel other & not black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & christian & rel other & not black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & christian & rel other & not black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & christian & rel other & not black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & christian & rel other & black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & christian & rel other & black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & christian & rel other & black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & christian & rel other & black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & christian & rel other & black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & christian & rel other & black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & christian & rel other & black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & not gen other & christian & rel other & black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & not christian & not rel other & not black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & not christian & not rel other & not black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & not christian & not rel other & not black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & not christian & not rel other & not black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & not christian & not rel other & not black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & not christian & not rel other & not black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & not christian & not rel other & not black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & not christian & not rel other & not black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
